county,year,avg_alcohol_level_g210L,num_tests
Palo Alto,2025,0.103,17
Palo Alto,2026,0.126,26
Plymouth,2002,0.113,213
Plymouth,2003,0.127,164
Plymouth,2004,0.127,109
Plymouth,2005,0.129,183
Plymouth,2006,0.124,164
Plymouth,2007,0.113,174
Plymouth,2008,0.123,183
Plymouth,2009,0.098,201
Plymouth,2010,0.1,70
Plymouth,2011,0.108,150
Plymouth,2012,0.124,132
Plymouth,2013,0.118,132
Plymouth,2014,0.124,120
Plymouth,2015,0.138,129
Plymouth,2016,0.139,103
Plymouth,2017,0.138,66
Plymouth,2018,0.142,95
Plymouth,2019,0.153,115
Plymouth,2020,0.148,121
Plymouth,2021,0.145,122
Plymouth,2022,0.142,153
Plymouth,2023,0.149,95
Plymouth,2024,0.146,107
Plymouth,2025,0.139,131
Plymouth,2026,0.134,84
Pocahontas,2002,0.132,33
Pocahontas,2003,0.148,38
Pocahontas,2004,0.122,12
Pocahontas,2005,0.114,24
Pocahontas,2006,0.151,30
Pocahontas,2007,0.131,35
Pocahontas,2008,0.135,63
Pocahontas,2009,0.155,44
Pocahontas,2010,0.112,27
Pocahontas,2011,0.117,73
Pocahontas,2012,0.143,78
Pocahontas,2013,0.146,48
Pocahontas,2014,0.154,56
Pocahontas,2015,0.128,39
Pocahontas,2016,0.177,24
Pocahontas,2017,0.147,48
Pocahontas,2018,0.142,24
Pocahontas,2019,0.151,41
Pocahontas,2020,0.128,36
Pocahontas,2021,0.135,19
Pocahontas,2022,0.148,29
Pocahontas,2023,0.178,27
Pocahontas,2024,0.128,16
Pocahontas,2025,0.149,12
Pocahontas,2026,0.171,12
Polk,2002,0.156,938
Polk,2003,0.151,872
Polk,2004,0.152,1408
Polk,2005,0.153,1412
Polk,2006,0.141,1737
Polk,2007,0.152,1742
Polk,2008,0.148,1889
Polk,2009,0.147,1444
Polk,2010,0.124,567
Polk,2011,0.141,2353
Polk,2012,0.138,2139
Polk,2013,0.141,2007
Polk,2014,0.145,1910
Polk,2015,0.149,1503
Polk,2016,0.145,1673
Polk,2017,0.148,1578
Polk,2018,0.15,1694
Polk,2019,0.149,1602
Polk,2020,0.146,1269
Polk,2021,0.141,1510
Polk,2022,0.14,1549
Polk,2023,0.143,1420
Polk,2024,0.144,1585
Polk,2025,0.142,1555
Polk,2026,0.15,937
Pottawattamie,2002,0.174,279
Pottawattamie,2003,0.165,267
Pottawattamie,2004,0.165,229
Pottawattamie,2005,0.155,310
Pottawattamie,2006,0.152,380
Pottawattamie,2007,0.151,363
Pottawattamie,2008,0.143,375
Pottawattamie,2009,0.141,363
Pottawattamie,2010,0.139,193
Pottawattamie,2011,0.14,448
Pottawattamie,2012,0.134,430
Pottawattamie,2013,0.148,462
Pottawattamie,2014,0.148,377
Pottawattamie,2015,0.148,402
Pottawattamie,2016,0.139,481
Pottawattamie,2017,0.133,376
Pottawattamie,2018,0.145,334
Pottawattamie,2019,0.152,315
Pottawattamie,2020,0.158,337
Pottawattamie,2021,0.155,382
Pottawattamie,2022,0.162,350
Pottawattamie,2023,0.156,390
Pottawattamie,2024,0.166,353
Pottawattamie,2025,0.159,443
Pottawattamie,2026,0.173,231
Poweshiek,2002,0.137,47
Poweshiek,2003,0.146,81
Poweshiek,2004,0.145,96
Poweshiek,2005,0.147,117
Poweshiek,2006,0.134,157
Poweshiek,2007,0.144,139
Poweshiek,2008,0.126,137
Poweshiek,2009,0.133,117
Poweshiek,2010,0.085,38
Poweshiek,2011,0.13,127
Poweshiek,2012,0.132,103
Poweshiek,2013,0.136,97
Poweshiek,2014,0.133,90
Poweshiek,2015,0.142,83
Poweshiek,2016,0.129,84
Poweshiek,2017,0.154,68
Poweshiek,2018,0.152,61
Poweshiek,2019,0.149,68
Poweshiek,2020,0.147,46
Poweshiek,2021,0.133,35
Poweshiek,2022,0.139,43
Poweshiek,2023,0.174,30
Poweshiek,2024,0.152,30
Poweshiek,2025,0.136,40
Poweshiek,2026,0.14,28
Ringgold,2002,0.132,20
Ringgold,2003,0.14,19
Ringgold,2004,0.142,7
Ringgold,2005,0.132,10
Ringgold,2006,0.144,9
Ringgold,2007,0.122,18
Ringgold,2008,0.113,27
Ringgold,2009,0.143,17
Ringgold,2010,0.125,19
Ringgold,2011,0.103,37
Ringgold,2012,0.111,33
Ringgold,2013,0.144,19
Ringgold,2014,0.09,11
Ringgold,2015,0.141,19
Ringgold,2016,0.147,13
Ringgold,2017,0.097,19
Ringgold,2018,0.151,9
Ringgold,2019,0.133,8
Ringgold,2020,0.135,11
Ringgold,2021,0.077,5
Ringgold,2022,0.153,12
Ringgold,2023,0.134,8
Ringgold,2024,0.057,5
Ringgold,2025,0.098,4
Ringgold,2026,0.115,4
Sac,2002,0.152,25
Sac,2003,0.135,54
Sac,2004,0.123,36
Sac,2005,0.132,50
Sac,2006,0.131,59
Sac,2007,0.138,62
Sac,2008,0.143,69
Sac,2009,0.14,57
Sac,2010,0.135,24
Sac,2011,0.146,33
Sac,2012,0.15,52
Sac,2013,0.142,45
Sac,2014,0.13,56
Sac,2015,0.146,52
Sac,2016,0.11,25
Sac,2017,0.148,39
Sac,2018,0.13,37
Sac,2019,0.143,37
Sac,2020,0.115,21
Sac,2021,0.128,26
Sac,2022,0.148,23
Sac,2023,0.126,23
Sac,2024,0.147,23
Sac,2025,0.151,32
Sac,2026,0.137,22
Scott,2002,0.15,646
Scott,2003,0.151,606
Scott,2004,0.144,643
Scott,2005,0.148,634
Scott,2006,0.14,504
Scott,2007,0.137,553
Scott,2008,0.148,354
Scott,2009,0.133,626
Scott,2010,0.14,375
Scott,2011,0.147,805
Scott,2012,0.134,743
Scott,2013,0.147,722
Scott,2014,0.155,624
Scott,2015,0.155,647
Scott,2016,0.135,619
Scott,2017,0.146,563
Scott,2018,0.145,522
Scott,2019,0.139,706
Scott,2020,0.125,521
Scott,2021,0.135,413
Scott,2022,0.143,517
Scott,2023,0.137,618
Scott,2024,0.134,685
Scott,2025,0.146,727
Scott,2026,0.145,493
Shelby,2002,0.152,17
Shelby,2003,0.118,51
Shelby,2004,0.142,51
Shelby,2005,0.129,40
Shelby,2006,0.113,78
Shelby,2007,0.122,61
Shelby,2008,0.138,73
Shelby,2009,0.142,52
Shelby,2010,0.117,33
Shelby,2011,0.121,37
Shelby,2012,0.164,47
Shelby,2013,0.159,34
Shelby,2014,0.117,30
Shelby,2015,0.169,35
Shelby,2016,0.149,38
Shelby,2017,0.122,32
Shelby,2018,0.143,52
Shelby,2019,0.145,44
Shelby,2020,0.137,55
Shelby,2021,0.126,45
Shelby,2022,0.134,42
Shelby,2023,0.14,44
Shelby,2024,0.131,44
Shelby,2025,0.112,48
Shelby,2026,0.131,34
Sioux,2002,0.125,106
Sioux,2003,0.13,121
Sioux,2004,0.125,138
Sioux,2005,0.126,194
Sioux,2006,0.12,170
Sioux,2007,0.118,166
Sioux,2008,0.116,153
Sioux,2009,0.125,131
Sioux,2010,0.116,67
Sioux,2011,0.119,187
Sioux,2012,0.117,129
Sioux,2013,0.115,151
Sioux,2014,0.121,168
Sioux,2015,0.116,130
Sioux,2016,0.147,126
Sioux,2017,0.134,110
Sioux,2018,0.126,96
Sioux,2019,0.133,94
Sioux,2020,0.125,120
Sioux,2021,0.134,143
Sioux,2022,0.131,147
Sioux,2023,0.127,179
Sioux,2024,0.124,146
Sioux,2025,0.125,168
Sioux,2026,0.129,85
Statewide,2002,0.136,13006
Statewide,2003,0.134,16041
Statewide,2004,0.137,16735
Statewide,2005,0.136,17593
Statewide,2006,0.133,18898
Statewide,2007,0.134,18511
Statewide,2008,0.135,18280
Statewide,2009,0.133,16550
Statewide,2010,0.126,6429
Statewide,2011,0.136,19675
Statewide,2012,0.137,18453
Statewide,2013,0.137,16716
Statewide,2014,0.139,14842
Statewide,2015,0.139,13877
Statewide,2016,0.136,13888
Statewide,2017,0.136,13512
Statewide,2018,0.136,12852
Statewide,2019,0.138,12537
Statewide,2020,0.139,10474
Statewide,2021,0.139,11686
Statewide,2022,0.139,11860
Statewide,2023,0.138,11877
Statewide,2024,0.137,11547
Statewide,2025,0.14,11415
Statewide,2026,0.141,7373
Story,2002,0.154,422
Story,2003,0.164,610
Story,2004,0.156,691
Story,2005,0.155,685
Story,2006,0.157,737
Story,2007,0.157,513
Story,2008,0.142,659
Story,2009,0.142,592
Story,2010,0.104,195
Story,2011,0.125,688
Story,2012,0.121,714
Story,2013,0.119,710
Story,2014,0.123,628
Story,2015,0.118,554
Story,2016,0.118,493
Story,2017,0.118,430
Story,2018,0.127,378
Story,2019,0.132,295
Story,2020,0.129,231
Story,2021,0.135,277
Story,2022,0.122,341
Story,2023,0.135,346
Story,2024,0.143,236
Story,2025,0.144,211
Story,2026,0.131,162
Tama,2002,0.145,192
Tama,2003,0.138,176
Tama,2004,0.148,121
Tama,2005,0.146,139
Tama,2006,0.143,117
Tama,2007,0.155,118
Tama,2008,0.156,114
Tama,2009,0.151,97
Tama,2010,0.117,45
Tama,2011,0.14,101
Tama,2012,0.141,91
Tama,2013,0.152,69
Tama,2014,0.151,102
Tama,2015,0.144,73
Tama,2016,0.125,77
Tama,2017,0.118,77
Tama,2018,0.12,64
Tama,2019,0.131,85
Tama,2020,0.148,70
Tama,2021,0.119,75
Tama,2022,0.127,82
Tama,2023,0.143,127
Tama,2024,0.141,71
Tama,2025,0.157,63
Tama,2026,0.131,57
Taylor,2002,0.123,15
Taylor,2003,0.123,34
Taylor,2004,0.142,31
Taylor,2005,0.119,23
Taylor,2006,0.078,13
Taylor,2007,0.083,23
Taylor,2008,0.06,10
Taylor,2009,0.111,10
Taylor,2010,0.101,16
Taylor,2011,0.113,14
Taylor,2012,0.139,18
Taylor,2013,0.145,24
Taylor,2014,0.152,13
Taylor,2015,0.113,13
Taylor,2016,0.135,11
Taylor,2017,0.142,8
Taylor,2018,0.104,13
Taylor,2019,0.152,9
Taylor,2020,0.155,10
Taylor,2021,0.127,8
Taylor,2022,0.124,3
Taylor,2023,0.136,6
Taylor,2024,0.161,7
Taylor,2025,0.149,8
Taylor,2026,0.151,8
Union,2002,0.146,58
Union,2003,0.152,18
Union,2004,0.14,37
Union,2005,0.126,65
Union,2006,0.125,106
Union,2007,0.115,77
Union,2008,0.124,74
Union,2009,0.126,64
Union,2010,0.088,27
Union,2011,0.109,66
Union,2012,0.145,56
Union,2013,0.152,65
Union,2014,0.149,53
Union,2015,0.135,67
Union,2016,0.116,64
Union,2017,0.147,56
Union,2018,0.162,38
Union,2019,0.143,44
Union,2020,0.148,32
Union,2021,0.136,39
Union,2022,0.152,46
Union,2023,0.133,87
Union,2024,0.132,96
Union,2025,0.121,68
Union,2026,0.119,58
Van Buren,2002,0.168,13
Van Buren,2003,0.156,16
Van Buren,2004,0.139,18
Van Buren,2005,0.133,18
Van Buren,2006,0.113,31
Van Buren,2007,0.141,23
Van Buren,2008,0.096,13
Van Buren,2009,0.142,24
Van Buren,2010,0.021,7
Van Buren,2011,0.121,41
Van Buren,2012,0.146,23
Van Buren,2013,0.14,38
Van Buren,2014,0.117,13
Van Buren,2015,0.119,22
Van Buren,2016,0.128,19
Van Buren,2017,0.141,15
Van Buren,2018,0.117,22
Van Buren,2019,0.143,23
Van Buren,2020,0.139,17
Van Buren,2021,0.127,26
Van Buren,2022,0.164,18
Van Buren,2023,0.158,16
Van Buren,2024,0.144,16
Van Buren,2025,0.149,28
Van Buren,2026,0.127,7
Wapello,2002,0.157,89
Wapello,2003,0.159,260
Wapello,2004,0.156,255
Wapello,2005,0.155,247
Wapello,2006,0.145,354
Wapello,2007,0.15,311
Wapello,2008,0.137,420
Wapello,2009,0.135,289
Wapello,2010,0.147,186
Wapello,2011,0.142,215
Wapello,2012,0.155,223
Wapello,2013,0.148,230
Wapello,2014,0.139,190
Wapello,2015,0.149,166
Wapello,2016,0.134,190
Wapello,2017,0.145,212
Wapello,2018,0.141,204
Wapello,2019,0.14,217
Wapello,2020,0.14,229
Wapello,2021,0.147,250
Wapello,2022,0.147,186
Wapello,2023,0.14,260
Wapello,2024,0.151,190
Wapello,2025,0.158,169
Wapello,2026,0.158,117
Warren,2002,0.141,273
Warren,2003,0.141,239
Warren,2004,0.135,250
Warren,2005,0.132,224
Warren,2006,0.14,298
Warren,2007,0.146,220
Warren,2008,0.149,218
Warren,2009,0.137,184
Warren,2010,0.146,58
Warren,2011,0.145,197
Warren,2012,0.136,193
Warren,2013,0.149,216
Warren,2014,0.156,216
Warren,2015,0.146,214
Warren,2016,0.143,218
Warren,2017,0.143,211
Warren,2018,0.16,167
Warren,2019,0.153,186
Warren,2020,0.15,188
Warren,2021,0.158,171
Warren,2022,0.158,145
Warren,2023,0.146,151
Warren,2024,0.131,266
Warren,2025,0.13,231
Warren,2026,0.137,122
Washington,2002,0.123,94
Washington,2003,0.15,39
Washington,2004,0.157,99
Washington,2005,0.145,70
Washington,2006,0.157,81
Washington,2007,0.132,74
Washington,2008,0.139,152
Washington,2009,0.142,125
Washington,2010,0.136,74
Washington,2011,0.123,113
Washington,2012,0.137,132
Washington,2013,0.132,115
Washington,2014,0.124,107
Washington,2015,0.141,93
Washington,2016,0.126,88
Washington,2017,0.126,82
Washington,2018,0.137,95
Washington,2019,0.141,84
Washington,2020,0.136,97
Washington,2021,0.145,84
Washington,2022,0.147,107
Washington,2023,0.148,73
Washington,2024,0.134,92
Washington,2025,0.151,77
Washington,2026,0.176,55
Wayne,2002,0.133,18
Wayne,2003,0.148,1
Wayne,2004,0.119,18
Wayne,2005,0.122,18
Wayne,2006,0.112,39
Wayne,2007,0.089,25
Wayne,2008,0.099,31
Wayne,2009,0.1,48
Wayne,2010,0.111,19
Wayne,2011,0.102,30
Wayne,2012,0.135,31
Wayne,2013,0.098,38
Wayne,2014,0.092,37
Wayne,2015,0.111,14
Wayne,2016,0.131,11
Wayne,2017,0.159,16
Wayne,2018,0.101,24
Wayne,2019,0.109,23
Wayne,2020,0.138,27
Wayne,2021,0.081,22
Wayne,2022,0.145,12
Wayne,2023,0.085,16
Wayne,2024,0.115,12
Wayne,2025,0.078,3
Wayne,2026,0.133,9
Webster,2002,0.149,83
Webster,2003,0.161,110
Webster,2004,0.159,123
Webster,2005,0.149,159
Webster,2006,0.15,169
Webster,2007,0.133,144
Webster,2008,0.136,231
Webster,2009,0.13,52
Webster,2010,0.128,94
Webster,2011,0.15,174
Webster,2012,0.15,193
Webster,2013,0.147,151
Webster,2014,0.148,126
Webster,2015,0.156,109
Webster,2016,0.152,123
Webster,2017,0.158,104
Webster,2018,0.159,102
Webster,2019,0.152,86
Webster,2020,0.153,80
Webster,2021,0.156,86
Webster,2022,0.152,98
Webster,2023,0.143,110
Webster,2024,0.15,177
Webster,2025,0.156,224
Webster,2026,0.154,75
Winnebago,2002,0.107,63
Winnebago,2003,0.125,76
Winnebago,2004,0.141,80
Winnebago,2005,0.121,53
Winnebago,2006,0.127,61
Winnebago,2007,0.129,47
Winnebago,2008,0.142,59
Winnebago,2009,0.117,50
Winnebago,2010,0.138,25
Winnebago,2011,0.129,74
Winnebago,2012,0.121,79
Winnebago,2013,0.132,61
Winnebago,2014,0.149,48
Winnebago,2015,0.132,47
Winnebago,2016,0.131,50
Winnebago,2017,0.115,47
Winnebago,2018,0.133,59
Winnebago,2019,0.13,66
Winnebago,2020,0.144,25
Winnebago,2021,0.126,48
Winnebago,2022,0.134,48
Winnebago,2023,0.141,33
Winnebago,2024,0.145,32
Winnebago,2025,0.135,35
Winnebago,2026,0.16,23
Winneshiek,2002,0.142,126
Winneshiek,2003,0.14,107
Winneshiek,2004,0.142,134
Winneshiek,2005,0.131,51
Winneshiek,2006,0.146,104
Winneshiek,2007,0.135,200
Winneshiek,2008,0.143,162
Winneshiek,2009,0.148,134
Winneshiek,2010,0.127,55
Winneshiek,2011,0.121,137
Winneshiek,2012,0.119,160
Winneshiek,2013,0.108,143
Winneshiek,2014,0.121,118
Winneshiek,2015,0.093,128
Winneshiek,2016,0.128,93
Winneshiek,2017,0.125,83
Winneshiek,2018,0.111,117
Winneshiek,2019,0.116,85
Winneshiek,2020,0.117,63
Winneshiek,2021,0.134,42
Winneshiek,2022,0.133,66
Winneshiek,2023,0.139,82
Winneshiek,2024,0.118,65
Winneshiek,2025,0.127,37
Winneshiek,2026,0.145,12
Woodbury,2002,0.151,768
Woodbury,2003,0.149,676
Woodbury,2004,0.148,645
Woodbury,2005,0.139,791
Woodbury,2006,0.141,792
Woodbury,2007,0.138,758
Woodbury,2008,0.135,990
Woodbury,2009,0.14,863
Woodbury,2010,0.141,101
Woodbury,2011,0.141,808
Woodbury,2012,0.146,713
Woodbury,2013,0.142,636
Woodbury,2014,0.143,578
Woodbury,2015,0.154,589
Woodbury,2016,0.152,518
Woodbury,2017,0.149,547
Woodbury,2018,0.156,505
Woodbury,2019,0.145,490
Woodbury,2020,0.154,509
Woodbury,2021,0.158,445
Woodbury,2022,0.159,422
Woodbury,2023,0.16,332
Woodbury,2024,0.161,393
Woodbury,2025,0.157,408
Woodbury,2026,0.171,339
Worth,2002,0.135,75
Worth,2003,0.149,65
Worth,2004,0.143,69
Worth,2005,0.127,52
Worth,2006,0.123,71
Worth,2007,0.138,76
Worth,2008,0.13,31
Worth,2009,0.135,70
Worth,2010,0.101,24
Worth,2011,0.124,62
Worth,2012,0.109,52
Worth,2013,0.122,36
Worth,2014,0.136,27
Worth,2015,0.109,29
Worth,2016,0.129,37
Worth,2017,0.132,54
Worth,2018,0.132,67
Worth,2019,0.138,57
Worth,2020,0.151,33
Worth,2021,0.131,35
Worth,2022,0.144,27
Worth,2023,0.141,21
Worth,2024,0.133,30
Worth,2025,0.111,32
Worth,2026,0.113,20
Wright,2002,0.167,95
Wright,2003,0.155,85
Wright,2004,0.14,74
Wright,2005,0.141,80
Wright,2006,0.149,75
Wright,2007,0.147,94
Wright,2008,0.139,23
Wright,2009,0.152,22
Wright,2010,0.157,51
Wright,2011,0.132,109
Wright,2012,0.165,85
Wright,2013,0.137,84
Wright,2014,0.139,94
Wright,2015,0.154,80
Wright,2016,0.131,69
Wright,2017,0.156,51
Wright,2018,0.155,56
Wright,2019,0.159,63
Wright,2020,0.153,88
Wright,2021,0.149,93
Wright,2022,0.149,94
Wright,2023,0.146,93
Wright,2024,0.141,58
Wright,2025,0.157,69
Wright,2026,0.177,12
